x	y	label	showSelected1	group
1994	65	60	FL	2
1995	75	70	FL	2
1996	70	65	FL	2
1997	118	113	FL	2
1998	108	103	FL	2
1999	61	56	FL	2
2000	80	75	FL	2
2001	74	69	FL	2
2002	48	43	FL	2
2003	48	43	FL	2
2004	111	106	FL	2
2005	59	54	FL	2
2006	47	42	FL	2
2007	52	47	FL	2
2008	51	46	FL	2
2009	40	35	FL	2
2010	22	17	FL	2
2011	45	40	FL	2
2012	53	48	FL	2
1950	30	25	KS	3
1951	46	41	KS	3
1952	19	14	KS	3
1953	28	23	KS	3
1954	45	40	KS	3
1955	69	64	KS	3
1956	47	42	KS	3
1957	40	35	KS	3
1958	34	29	KS	3
1959	49	44	KS	3
1960	42	37	KS	3
1961	26	21	KS	3
1962	47	42	KS	3
1963	30	25	KS	3
1964	62	57	KS	3
1965	41	36	KS	3
1966	31	26	KS	3
1967	21	16	KS	3
1968	20	15	KS	3
1969	16	11	KS	3
1970	21	16	KS	3
1971	20	15	KS	3
1972	23	18	KS	3
1973	43	38	KS	3
1974	33	28	KS	3
1975	17	12	KS	3
1976	17	12	KS	3
1977	14	9	KS	3
1978	24	19	KS	3
1979	29	24	KS	3
1980	19	14	KS	3
1981	14	9	KS	3
1982	56	51	KS	3
1983	24	19	KS	3
1984	51	46	KS	3
1985	21	16	KS	3
1986	25	20	KS	3
1987	9	4	KS	3
1988	20	15	KS	3
1989	23	18	KS	3
1990	55	50	KS	3
1991	47	42	KS	3
1992	47	42	KS	3
1993	58	53	KS	3
1994	30	25	KS	3
1995	44	39	KS	3
1996	73	68	KS	3
1997	69	64	KS	3
1998	76	71	KS	3
1999	69	64	KS	3
2000	64	59	KS	3
2001	106	101	KS	3
2002	101	96	KS	3
2003	102	97	KS	3
2004	129	124	KS	3
2005	141	136	KS	3
2006	100	95	KS	3
2007	147	142	KS	3
2008	184	179	KS	3
2009	108	103	KS	3
2010	95	90	KS	3
2011	73	68	KS	3
2012	100	95	KS	3
1950	13	8	IL	4
1951	10	5	IL	4
1952	9	4	IL	4
1953	10	5	IL	4
1954	11	6	IL	4
1955	23	18	IL	4
1956	28	23	IL	4
1957	37	32	IL	4
1958	25	20	IL	4
1959	32	27	IL	4
1960	35	30	IL	4
1961	35	30	IL	4
1962	14	9	IL	4
1963	16	11	IL	4
1964	11	6	IL	4
1965	18	13	IL	4
1966	10	5	IL	4
1967	26	21	IL	4
1968	11	6	IL	4
1969	11	6	IL	4
1970	15	10	IL	4
1971	18	13	IL	4
1972	31	26	IL	4
1973	65	60	IL	4
1974	98	93	IL	4
1975	36	31	IL	4
1976	25	20	IL	4
1977	18	13	IL	4
1978	13	8	IL	4
1979	8	3	IL	4
1980	12	7	IL	4
1981	32	27	IL	4
1982	34	29	IL	4
1983	8	3	IL	4
1984	25	20	IL	4
1985	13	8	IL	4
1986	15	10	IL	4
1987	13	8	IL	4
1988	14	9	IL	4
1989	11	6	IL	4
1990	39	34	IL	4
1991	20	15	IL	4
1992	20	15	IL	4
1993	22	17	IL	4
1994	13	8	IL	4
1995	61	56	IL	4
1996	67	62	IL	4
1997	37	32	IL	4
1998	104	99	IL	4
1999	69	64	IL	4
2000	60	55	IL	4
2001	26	21	IL	4
2002	42	37	IL	4
2003	128	123	IL	4
2004	85	80	IL	4
2005	26	21	IL	4
2006	129	124	IL	4
2007	28	23	IL	4
2008	54	49	IL	4
2009	58	53	IL	4
2010	54	49	IL	4
2011	78	73	IL	4
2012	37	32	IL	4
1950	15	10	MS	5
1951	10	5	MS	5
1952	10	5	MS	5
1953	22	17	MS	5
1954	16	11	MS	5
1955	9	4	MS	5
1956	11	6	MS	5
1957	29	24	MS	5
1958	17	12	MS	5
1959	21	16	MS	5
1960	10	5	MS	5
1961	18	13	MS	5
1962	18	13	MS	5
1963	11	6	MS	5
1964	9	4	MS	5
1965	20	15	MS	5
1966	18	13	MS	5
1967	16	11	MS	5
1968	19	14	MS	5
1969	26	21	MS	5
1970	23	18	MS	5
1971	39	34	MS	5
1972	19	14	MS	5
1973	40	35	MS	5
1974	34	29	MS	5
1975	22	17	MS	5
1976	31	26	MS	5
1977	33	28	MS	5
1978	14	9	MS	5
1979	6	1	MS	5
1980	20	15	MS	5
1981	9	4	MS	5
1982	13	8	MS	5
1983	11	6	MS	5
1984	11	6	MS	5
1985	10	5	MS	5
1986	19	14	MS	5
1987	31	26	MS	5
1988	34	29	MS	5
1989	18	13	MS	5
1990	16	11	MS	5
1991	9	4	MS	5
1992	24	19	MS	5
1993	8	3	MS	5
1994	19	14	MS	5
1995	21	16	MS	5
1996	32	27	MS	5
1997	40	35	MS	5
1998	19	14	MS	5
1999	49	44	MS	5
2000	32	27	MS	5
2001	65	60	MS	5
2002	37	32	MS	5
2003	56	51	MS	5
2004	60	55	MS	5
2005	110	105	MS	5
2006	38	33	MS	5
2007	38	33	MS	5
2008	115	110	MS	5
2009	51	46	MS	5
2010	47	42	MS	5
2011	111	106	MS	5
2012	53	48	MS	5
1950	6	1	AL	6
1951	8	3	AL	6
1952	12	7	AL	6
1953	16	11	AL	6
1954	15	10	AL	6
1955	9	4	AL	6
1956	10	5	AL	6
1957	46	41	AL	6
1958	20	15	AL	6
1959	12	7	AL	6
1960	13	8	AL	6
1961	23	18	AL	6
1962	12	7	AL	6
1963	26	21	AL	6
1964	31	26	AL	6
1965	13	8	AL	6
1966	13	8	AL	6
1967	25	20	AL	6
1968	12	7	AL	6
1969	14	9	AL	6
1970	15	10	AL	6
1971	16	11	AL	6
1972	13	8	AL	6
1973	37	32	AL	6
1974	35	30	AL	6
1975	24	19	AL	6
1976	20	15	AL	6
1977	18	13	AL	6
1978	14	9	AL	6
1979	19	14	AL	6
1980	27	22	AL	6
1981	12	7	AL	6
1982	14	9	AL	6
1983	33	28	AL	6
1984	31	26	AL	6
1985	33	28	AL	6
1986	17	12	AL	6
1987	6	1	AL	6
1988	12	7	AL	6
1989	15	10	AL	6
1990	9	4	AL	6
1992	21	16	AL	6
1993	7	2	AL	6
1994	17	12	AL	6
1995	30	25	AL	6
1996	38	33	AL	6
1997	35	30	AL	6
1998	55	50	AL	6
1999	28	23	AL	6
2000	49	44	AL	6
2001	60	55	AL	6
2002	43	38	AL	6
2003	47	42	AL	6
2004	64	59	AL	6
2005	86	81	AL	6
2006	75	70	AL	6
2007	48	43	AL	6
2008	99	94	AL	6
2009	85	80	AL	6
2010	44	39	AL	6
2011	157	152	AL	6
2012	61	56	AL	6
1950	8	3	IA	7
1951	7	2	IA	7
1952	11	6	IA	7
1953	29	24	IA	7
1954	21	16	IA	7
1955	10	5	IA	7
1956	12	7	IA	7
1957	13	8	IA	7
1958	13	8	IA	7
1959	20	15	IA	7
1960	18	13	IA	7
1961	12	7	IA	7
1962	13	8	IA	7
1963	17	12	IA	7
1964	36	31	IA	7
1965	32	27	IA	7
1966	21	16	IA	7
1967	40	35	IA	7
1968	15	10	IA	7
1969	19	14	IA	7
1970	15	10	IA	7
1971	33	28	IA	7
1972	19	14	IA	7
1973	15	10	IA	7
1974	25	20	IA	7
1975	40	35	IA	7
1976	19	14	IA	7
1977	10	5	IA	7
1978	13	8	IA	7
1979	31	26	IA	7
1980	30	25	IA	7
1981	32	27	IA	7
1982	21	16	IA	7
1983	23	18	IA	7
1984	54	49	IA	7
1985	21	16	IA	7
1986	34	29	IA	7
1987	20	15	IA	7
1988	26	21	IA	7
1989	21	16	IA	7
1990	49	44	IA	7
1991	42	37	IA	7
1992	24	19	IA	7
1993	33	28	IA	7
1994	34	29	IA	7
1995	33	28	IA	7
1996	27	22	IA	7
1997	30	25	IA	7
1998	77	72	IA	7
1999	64	59	IA	7
2000	50	45	IA	7
2001	110	105	IA	7
2002	36	31	IA	7
2003	33	28	IA	7
2004	126	121	IA	7
2005	49	44	IA	7
2006	44	39	IA	7
2007	48	43	IA	7
2008	109	104	IA	7
2009	30	25	IA	7
2010	38	33	IA	7
2011	57	52	IA	7
2012	21	16	IA	7
1950	7	2	IN	8
1951	7	2	IN	8
1952	7	2	IN	8
1953	11	6	IN	8
1954	33	28	IN	8
1955	17	12	IN	8
1956	26	21	IN	8
1957	31	26	IN	8
1958	26	21	IN	8
1959	13	8	IN	8
1960	13	8	IN	8
1961	31	26	IN	8
1962	16	11	IN	8
1963	28	23	IN	8
1964	12	7	IN	8
1965	39	34	IN	8
1966	15	10	IN	8
1967	28	23	IN	8
1968	19	14	IN	8
1969	22	17	IN	8
1970	13	8	IN	8
1971	15	10	IN	8
1972	9	4	IN	8
1973	36	31	IN	8
1974	30	25	IN	8
1975	15	10	IN	8
1976	32	27	IN	8
1977	10	5	IN	8
1978	16	11	IN	8
1979	19	14	IN	8
1980	35	30	IN	8
1981	13	8	IN	8
1982	8	3	IN	8
1983	10	5	IN	8
1984	9	4	IN	8
1985	6	1	IN	8
1986	18	13	IN	8
1987	6	1	IN	8
1988	12	7	IN	8
1989	15	10	IN	8
1990	43	38	IN	8
1991	12	7	IN	8
1992	41	36	IN	8
1993	12	7	IN	8
1994	15	10	IN	8
1995	11	6	IN	8
1996	35	30	IN	8
1997	20	15	IN	8
1998	39	34	IN	8
1999	15	10	IN	8
2000	18	13	IN	8
2001	29	24	IN	8
2002	21	16	IN	8
2003	30	25	IN	8
2004	52	47	IN	8
2005	21	16	IN	8
2006	30	25	IN	8
2007	23	18	IN	8
2008	35	30	IN	8
2009	16	11	IN	8
2010	32	27	IN	8
2011	78	73	IN	8
2012	24	19	IN	8
1950	13	8	LA	9
1951	7	2	LA	9
1952	9	4	LA	9
1953	19	14	LA	9
1954	8	3	LA	9
1955	6	1	LA	9
1956	7	2	LA	9
1957	15	10	LA	9
1958	10	5	LA	9
1959	11	6	LA	9
1960	10	5	LA	9
1961	19	14	LA	9
1962	7	2	LA	9
1963	9	4	LA	9
1964	11	6	LA	9
1965	14	9	LA	9
1966	11	6	LA	9
1967	9	4	LA	9
1968	7	2	LA	9
1969	9	4	LA	9
1970	8	3	LA	9
1971	16	11	LA	9
1972	10	5	LA	9
1973	19	14	LA	9
1974	42	37	LA	9
1975	34	29	LA	9
1976	16	11	LA	9
1977	34	29	LA	9
1978	23	18	LA	9
1979	11	6	LA	9
1980	12	7	LA	9
1981	21	16	LA	9
1982	26	21	LA	9
1983	35	30	LA	9
1984	23	18	LA	9
1985	14	9	LA	9
1986	20	15	LA	9
1987	11	6	LA	9
1989	18	13	LA	9
1990	18	13	LA	9
1991	11	6	LA	9
1992	37	32	LA	9
1993	13	8	LA	9
1995	23	18	LA	9
1996	23	18	LA	9
1997	24	19	LA	9
1998	31	26	LA	9
1999	71	66	LA	9
2000	48	43	LA	9
2001	39	34	LA	9
2002	39	34	LA	9
2003	28	23	LA	9
2004	34	29	LA	9
2005	28	23	LA	9
2006	48	43	LA	9
2007	29	24	LA	9
2008	79	74	LA	9
2009	81	76	LA	9
2010	31	26	LA	9
2011	67	62	LA	9
2012	50	45	LA	9
1950	14	9	AR	10
1951	7	2	AR	10
1952	27	22	AR	10
1953	14	9	AR	10
1954	20	15	AR	10
1955	20	15	AR	10
1956	13	8	AR	10
1957	24	19	AR	10
1958	11	6	AR	10
1959	13	8	AR	10
1960	26	21	AR	10
1961	28	23	AR	10
1962	8	3	AR	10
1963	6	1	AR	10
1964	25	20	AR	10
1965	22	17	AR	10
1966	9	4	AR	10
1967	12	7	AR	10
1968	18	13	AR	10
1969	7	2	AR	10
1970	16	11	AR	10
1971	19	14	AR	10
1972	10	5	AR	10
1973	35	30	AR	10
1974	12	7	AR	10
1975	13	8	AR	10
1976	17	12	AR	10
1977	14	9	AR	10
1978	39	34	AR	10
1979	30	25	AR	10
1980	20	15	AR	10
1981	13	8	AR	10
1982	55	50	AR	10
1983	13	8	AR	10
1984	23	18	AR	10
1985	11	6	AR	10
1986	6	1	AR	10
1987	7	2	AR	10
1988	14	9	AR	10
1989	11	6	AR	10
1990	11	6	AR	10
1991	11	6	AR	10
1992	7	2	AR	10
1993	14	9	AR	10
1994	14	9	AR	10
1995	16	11	AR	10
1996	34	29	AR	10
1997	50	45	AR	10
1998	41	36	AR	10
1999	113	108	AR	10
2000	42	37	AR	10
2001	45	40	AR	10
2002	40	35	AR	10
2003	68	63	AR	10
2004	53	48	AR	10
2005	74	69	AR	10
2006	31	26	AR	10
2007	21	16	AR	10
2008	87	82	AR	10
2009	54	49	AR	10
2010	40	35	AR	10
2011	83	78	AR	10
2012	23	18	AR	10
1952	6	1	MD	11
1954	7	2	MD	11
1959	6	1	MD	11
1961	7	2	MD	11
1962	6	1	MD	11
1963	6	1	MD	11
1965	6	1	MD	11
1967	7	2	MD	11
1971	8	3	MD	11
1973	8	3	MD	11
1974	7	2	MD	11
1975	10	5	MD	11
1976	7	2	MD	11
1977	6	1	MD	11
1978	8	3	MD	11
1979	6	1	MD	11
1980	7	2	MD	11
1983	7	2	MD	11
1984	10	5	MD	11
1989	6	1	MD	11
1990	11	6	MD	11
1992	14	9	MD	11
1993	7	2	MD	11
1994	11	6	MD	11
1995	11	6	MD	11
1996	28	23	MD	11
1997	9	4	MD	11
1998	16	11	MD	11
1999	8	3	MD	11
2000	13	8	MD	11
2001	15	10	MD	11
2002	19	14	MD	11
2003	15	10	MD	11
2004	25	20	MD	11
2006	8	3	MD	11
2007	7	2	MD	11
2008	13	8	MD	11
2009	15	10	MD	11
2010	9	4	MD	11
2011	32	27	MD	11
2012	21	16	MD	11
1950	10	5	NE	12
1951	12	7	NE	12
1952	11	6	NE	12
1953	30	25	NE	12
1954	14	9	NE	12
1955	31	26	NE	12
1956	23	18	NE	12
1957	32	27	NE	12
1958	27	22	NE	12
1959	28	23	NE	12
1960	29	24	NE	12
1961	13	8	NE	12
1962	35	30	NE	12
1963	13	8	NE	12
1964	36	31	NE	12
1965	36	31	NE	12
1966	11	6	NE	12
1967	27	22	NE	12
1968	14	9	NE	12
1969	19	14	NE	12
1970	14	9	NE	12
1971	57	52	NE	12
1972	29	24	NE	12
1973	22	17	NE	12
1974	34	29	NE	12
1975	49	44	NE	12
1976	17	12	NE	12
1977	18	13	NE	12
1978	9	4	NE	12
1979	19	14	NE	12
1980	33	28	NE	12
1981	15	10	NE	12
1982	23	18	NE	12
1983	16	11	NE	12
1984	36	31	NE	12
1985	24	19	NE	12
1986	44	39	NE	12
1987	15	10	NE	12
1988	13	8	NE	12
1989	29	24	NE	12
1990	46	41	NE	12
1991	32	27	NE	12
1992	47	42	NE	12
1993	38	33	NE	12
1994	37	32	NE	12
1995	24	19	NE	12
1996	65	60	NE	12
1997	36	31	NE	12
1998	70	65	NE	12
1999	108	103	NE	12
2000	65	60	NE	12
2001	67	62	NE	12
2002	32	27	NE	12
2003	86	81	NE	12
2004	116	111	NE	12
2005	45	40	NE	12
2006	27	22	NE	12
2007	52	47	NE	12
2008	63	58	NE	12
2009	44	39	NE	12
2010	42	37	NE	12
2011	60	55	NE	12
2012	48	43	NE	12
1951	6	1	SC	13
1952	6	1	SC	13
1953	8	3	SC	13
1955	7	2	SC	13
1956	7	2	SC	13
1957	10	5	SC	13
1958	6	1	SC	13
1959	6	1	SC	13
1960	8	3	SC	13
1961	8	3	SC	13
1962	6	1	SC	13
1963	8	3	SC	13
1964	12	7	SC	13
1965	11	6	SC	13
1966	8	3	SC	13
1967	10	5	SC	13
1969	12	7	SC	13
1971	7	2	SC	13
1972	9	4	SC	13
1973	20	15	SC	13
1974	6	1	SC	13
1975	10	5	SC	13
1976	12	7	SC	13
1977	8	3	SC	13
1978	8	3	SC	13
1979	7	2	SC	13
1980	10	5	SC	13
1981	8	3	SC	13
1982	10	5	SC	13
1983	10	5	SC	13
1984	20	15	SC	13
1985	9	4	SC	13
1989	13	8	SC	13
1990	15	10	SC	13
1991	8	3	SC	13
1992	10	5	SC	13
1993	11	6	SC	13
1994	36	31	SC	13
1995	34	29	SC	13
1996	29	24	SC	13
1997	22	17	SC	13
1998	47	42	SC	13
1999	22	17	SC	13
2000	25	20	SC	13
2001	19	14	SC	13
2002	17	12	SC	13
2003	23	18	SC	13
2004	92	87	SC	13
2005	19	14	SC	13
2006	41	36	SC	13
2007	23	18	SC	13
2008	54	49	SC	13
2009	24	19	SC	13
2010	28	23	SC	13
2011	25	20	SC	13
2012	15	10	SC	13
1952	18	13	TN	14
1953	11	6	TN	14
1954	6	1	TN	14
1955	15	10	TN	14
1956	11	6	TN	14
1957	18	13	TN	14
1958	6	1	TN	14
1959	8	3	TN	14
1960	7	2	TN	14
1961	8	3	TN	14
1962	6	1	TN	14
1963	16	11	TN	14
1964	9	4	TN	14
1965	14	9	TN	14
1966	10	5	TN	14
1967	20	15	TN	14
1968	16	11	TN	14
1969	6	1	TN	14
1970	17	12	TN	14
1971	17	12	TN	14
1972	11	6	TN	14
1973	20	15	TN	14
1974	43	38	TN	14
1975	13	8	TN	14
1976	10	5	TN	14
1977	16	11	TN	14
1978	10	5	TN	14
1979	6	1	TN	14
1980	16	11	TN	14
1981	7	2	TN	14
1982	7	2	TN	14
1983	7	2	TN	14
1984	21	16	TN	14
1985	10	5	TN	14
1986	6	1	TN	14
1987	6	1	TN	14
1988	14	9	TN	14
1989	10	5	TN	14
1990	6	1	TN	14
1991	9	4	TN	14
1992	7	2	TN	14
1993	11	6	TN	14
1994	19	14	TN	14
1995	24	19	TN	14
1996	22	17	TN	14
1997	42	37	TN	14
1998	38	33	TN	14
1999	28	23	TN	14
2000	32	27	TN	14
2001	19	14	TN	14
2002	36	31	TN	14
2003	50	45	TN	14
2004	21	16	TN	14
2005	28	23	TN	14
2006	31	26	TN	14
2007	16	11	TN	14
2008	48	43	TN	14
2009	51	46	TN	14
2010	36	31	TN	14
2011	108	103	TN	14
2012	34	29	TN	14
1950	9	4	MO	15
1951	8	3	MO	15
1952	12	7	MO	15
1953	7	2	MO	15
1954	25	20	MO	15
1955	20	15	MO	15
1956	19	14	MO	15
1957	25	20	MO	15
1958	17	12	MO	15
1959	22	17	MO	15
1960	19	14	MO	15
1961	25	20	MO	15
1962	14	9	MO	15
1963	7	2	MO	15
1964	14	9	MO	15
1965	20	15	MO	15
1966	23	18	MO	15
1967	52	47	MO	15
1968	20	15	MO	15
1969	19	14	MO	15
1970	30	25	MO	15
1971	21	16	MO	15
1972	14	9	MO	15
1973	37	32	MO	15
1974	18	13	MO	15
1975	15	10	MO	15
1976	8	3	MO	15
1977	17	12	MO	15
1978	8	3	MO	15
1979	11	6	MO	15
1980	12	7	MO	15
1981	16	11	MO	15
1982	34	29	MO	15
1983	14	9	MO	15
1984	22	17	MO	15
1985	7	2	MO	15
1986	14	9	MO	15
1987	6	1	MO	15
1988	10	5	MO	15
1990	10	5	MO	15
1991	8	3	MO	15
1992	9	4	MO	15
1993	18	13	MO	15
1994	10	5	MO	15
1995	27	22	MO	15
1996	34	29	MO	15
1997	17	12	MO	15
1998	28	23	MO	15
1999	48	43	MO	15
2000	32	27	MO	15
2001	45	40	MO	15
2002	33	28	MO	15
2003	91	86	MO	15
2004	76	71	MO	15
2005	44	39	MO	15
2006	110	105	MO	15
2007	47	42	MO	15
2008	100	95	MO	15
2009	49	44	MO	15
2010	69	64	MO	15
2011	84	79	MO	15
2012	35	30	MO	15
1950	24	19	TX	16
1951	12	7	TX	16
1952	11	6	TX	16
1953	25	20	TX	16
1954	57	52	TX	16
1955	72	67	TX	16
1956	23	18	TX	16
1957	78	73	TX	16
1958	43	38	TX	16
1959	50	45	TX	16
1960	35	30	TX	16
1961	54	49	TX	16
1962	45	40	TX	16
1963	26	21	TX	16
1964	31	26	TX	16
1965	56	51	TX	16
1966	29	24	TX	16
1967	80	75	TX	16
1968	66	61	TX	16
1969	90	85	TX	16
1970	56	51	TX	16
1971	95	90	TX	16
1972	71	66	TX	16
1973	94	89	TX	16
1974	58	53	TX	16
1975	92	87	TX	16
1976	122	117	TX	16
1977	73	68	TX	16
1978	63	58	TX	16
1979	119	114	TX	16
1980	98	93	TX	16
1981	91	86	TX	16
1982	124	119	TX	16
1983	66	61	TX	16
1984	59	54	TX	16
1985	51	46	TX	16
1986	27	22	TX	16
1987	50	45	TX	16
1988	23	18	TX	16
1989	62	57	TX	16
1990	27	22	TX	16
1991	54	49	TX	16
1992	82	77	TX	16
1993	76	71	TX	16
1994	142	137	TX	16
1995	153	148	TX	16
1996	143	138	TX	16
1997	196	191	TX	16
1998	125	120	TX	16
1999	173	168	TX	16
2000	153	148	TX	16
2001	144	139	TX	16
2002	180	175	TX	16
2003	165	160	TX	16
2004	184	179	TX	16
2005	110	105	TX	16
2006	121	116	TX	16
2007	204	199	TX	16
2008	124	119	TX	16
2009	137	132	TX	16
2010	114	109	TX	16
2011	109	104	TX	16
2012	120	115	TX	16
1950	9	4	NC	17
1951	7	2	NC	17
1952	9	4	NC	17
1953	7	2	NC	17
1954	9	4	NC	17
1955	10	5	NC	17
1956	8	3	NC	17
1957	10	5	NC	17
1958	7	2	NC	17
1959	13	8	NC	17
1960	12	7	NC	17
1961	7	2	NC	17
1962	7	2	NC	17
1963	11	6	NC	17
1964	14	9	NC	17
1965	11	6	NC	17
1966	8	3	NC	17
1967	10	5	NC	17
1968	8	3	NC	17
1969	13	8	NC	17
1970	6	1	NC	17
1971	8	3	NC	17
1972	8	3	NC	17
1973	39	34	NC	17
1974	20	15	NC	17
1975	34	29	NC	17
1976	19	14	NC	17
1977	16	11	NC	17
1978	10	5	NC	17
1979	12	7	NC	17
1980	14	9	NC	17
1981	15	10	NC	17
1982	10	5	NC	17
1983	15	10	NC	17
1984	22	17	NC	17
1985	7	2	NC	17
1986	8	3	NC	17
1987	6	1	NC	17
1988	10	5	NC	17
1989	18	13	NC	17
1990	11	6	NC	17
1991	15	10	NC	17
1992	14	9	NC	17
1993	6	1	NC	17
1994	15	10	NC	17
1995	13	8	NC	17
1996	59	54	NC	17
1997	15	10	NC	17
1998	71	66	NC	17
1999	42	37	NC	17
2000	28	23	NC	17
2001	18	13	NC	17
2002	16	11	NC	17
2003	41	36	NC	17
2004	72	67	NC	17
2005	28	23	NC	17
2006	36	31	NC	17
2007	18	13	NC	17
2008	55	50	NC	17
2009	38	33	NC	17
2010	31	26	NC	17
2011	71	66	NC	17
2012	28	23	NC	17
1950	7	2	KY	18
1951	6	1	KY	18
1952	8	3	KY	18
1954	8	3	KY	18
1955	8	3	KY	18
1956	13	8	KY	18
1957	7	2	KY	18
1958	12	7	KY	18
1959	7	2	KY	18
1960	6	1	KY	18
1961	8	3	KY	18
1962	7	2	KY	18
1963	12	7	KY	18
1964	16	11	KY	18
1965	13	8	KY	18
1966	7	2	KY	18
1967	17	12	KY	18
1968	12	7	KY	18
1969	9	4	KY	18
1970	11	6	KY	18
1971	20	15	KY	18
1972	11	6	KY	18
1973	11	6	KY	18
1974	36	31	KY	18
1975	6	1	KY	18
1976	8	3	KY	18
1977	10	5	KY	18
1978	9	4	KY	18
1979	9	4	KY	18
1980	16	11	KY	18
1981	7	2	KY	18
1982	12	7	KY	18
1984	12	7	KY	18
1985	6	1	KY	18
1986	13	8	KY	18
1988	8	3	KY	18
1989	14	9	KY	18
1990	10	5	KY	18
1991	9	4	KY	18
1992	12	7	KY	18
1993	7	2	KY	18
1994	12	7	KY	18
1995	16	11	KY	18
1996	30	25	KY	18
1997	44	39	KY	18
1998	18	13	KY	18
1999	11	6	KY	18
2000	28	23	KY	18
2001	11	6	KY	18
2002	20	15	KY	18
2003	41	36	KY	18
2004	27	22	KY	18
2005	24	19	KY	18
2006	25	20	KY	18
2007	35	30	KY	18
2008	41	36	KY	18
2009	38	33	KY	18
2010	25	20	KY	18
2011	65	60	KY	18
2012	51	46	KY	18
1951	6	1	SD	19
1952	7	2	SD	19
1953	14	9	SD	19
1954	17	12	SD	19
1955	15	10	SD	19
1956	13	8	SD	19
1957	23	18	SD	19
1958	6	1	SD	19
1959	16	11	SD	19
1960	13	8	SD	19
1961	11	6	SD	19
1962	36	31	SD	19
1963	11	6	SD	19
1964	29	24	SD	19
1965	47	42	SD	19
1966	27	22	SD	19
1967	17	12	SD	19
1968	21	16	SD	19
1969	24	19	SD	19
1970	22	17	SD	19
1971	47	42	SD	19
1972	31	26	SD	19
1973	12	7	SD	19
1974	18	13	SD	19
1975	35	30	SD	19
1976	7	2	SD	19
1977	7	2	SD	19
1978	7	2	SD	19
1979	33	28	SD	19
1980	36	31	SD	19
1981	22	17	SD	19
1982	36	31	SD	19
1983	19	14	SD	19
1984	37	32	SD	19
1985	49	44	SD	19
1986	26	21	SD	19
1987	21	16	SD	19
1989	6	1	SD	19
1990	7	2	SD	19
1991	19	14	SD	19
1992	20	15	SD	19
1993	54	49	SD	19
1994	35	30	SD	19
1995	15	10	SD	19
1996	51	46	SD	19
1997	35	30	SD	19
1998	34	29	SD	19
1999	46	41	SD	19
2000	23	18	SD	19
2001	36	31	SD	19
2002	17	12	SD	19
2003	86	81	SD	19
2004	40	35	SD	19
2005	24	19	SD	19
2006	32	27	SD	19
2007	47	42	SD	19
2008	32	27	SD	19
2009	39	34	SD	19
2010	43	38	SD	19
2011	24	19	SD	19
2012	16	11	SD	19
1950	8	3	OH	20
1951	7	2	OH	20
1952	7	2	OH	20
1953	7	2	OH	20
1954	15	10	OH	20
1955	9	4	OH	20
1956	9	4	OH	20
